step,train_loss,lr,val_loss,val_perplexity
10,2.76141220331192,3e-06,,
20,2.547845721244812,6e-06,,
30,2.277772843837738,9e-06,,
40,2.18988698720932,1.2e-05,,
50,2.3502780199050903,1.5e-05,,
60,2.462501108646393,1.8e-05,,
70,1.996132731437683,2.1e-05,,
80,2.1799559891223907,2.4e-05,,
90,2.085069388151169,2.7000000000000002e-05,,
100,2.206131339073181,3e-05,,
110,2.2396719455718994,2.999760175714092e-05,,
120,2.2526164650917053,2.9989312628853632e-05,,
130,2.087420791387558,2.9975106642221377e-05,,
140,2.24764484167099,2.99549900284594e-05,,
150,2.335557073354721,2.9928971611379367e-05,,
160,2.154254525899887,2.9897062803518918e-05,,
170,2.213346779346466,2.9859277601135784e-05,,
180,2.3868462443351746,2.981563257806854e-05,,
190,2.299983322620392,2.976614687846678e-05,,
200,2.2031622529029846,2.971084220839387e-05,,
210,2.0590330362319946,2.9649742826305946e-05,,
220,2.164890617132187,2.958287553241133e-05,,
228,,,2.161659562587738,8.685539901520952
230,2.173710823059082,2.951026965691513e-05,,
240,2.259472131729126,2.9431957047153973e-05,,
250,2.1103460788726807,2.9347972053626755e-05,,
260,2.141161233186722,2.9258351514927365e-05,,
270,2.140463173389435,2.916313474158607e-05,,
280,2.176694005727768,2.90623634988266e-05,,
290,2.0614694356918335,2.8956081988246553e-05,,
300,2.1377816796302795,2.8844336828429098e-05,,
310,2.2261858582496643,2.8727177034494545e-05,,
320,2.143416166305542,2.8604653996600682e-05,,
330,2.5173250436782837,2.8476821457401358e-05,,
340,1.9873739182949066,2.8343735488473167e-05,,
350,2.2095555663108826,2.8205454465720616e-05,,
360,2.1458687782287598,2.8062039043770512e-05,,
370,2.0178692042827606,2.791355212936684e-05,,
380,2.1060418784618378,2.7760058853777814e-05,,
390,2.2023133039474487,2.7601626544227086e-05,,
400,2.088031768798828,2.7438324694361876e-05,,
410,2.1592893600463867,2.7270224933770708e-05,,
420,2.094835042953491,2.7097400996564324e-05,,
430,2.128187596797943,2.691992868903347e-05,,
440,2.070733666419983,2.6737885856397743e-05,,
450,2.3192524909973145,2.6551352348660113e-05,,
456,,,2.124287959933281,8.366937771671438
460,2.0075891315937042,2.6360409985582056e-05,,
