step,train_loss,lr,val_loss,val_perplexity
10,2.692291259765625,2e-06,,
20,2.3082516491413116,4e-06,,
30,2.3610798716545105,6e-06,,
40,2.5352683663368225,8e-06,,
50,2.5747284293174744,1e-05,,
60,2.4520304799079895,1.2e-05,,
70,2.132741302251816,1.4000000000000001e-05,,
80,2.2095260620117188,1.6e-05,,
90,2.3176263570785522,1.8e-05,,
100,2.3772687911987305,2e-05,,
110,2.198047786951065,1.9998401171427282e-05,,
120,2.194232165813446,1.9992875085902424e-05,,
130,2.052289992570877,1.9983404428147586e-05,,
140,2.160188615322113,1.996999335230627e-05,,
150,2.175318092107773,1.995264774091958e-05,,
160,2.088075339794159,1.993137520234595e-05,,
170,2.378680169582367,1.9906185067423858e-05,,
180,2.31189626455307,1.987708838537903e-05,,
190,2.391754984855652,1.9844097918977856e-05,,
200,2.0678561329841614,1.980722813892925e-05,,
210,2.248376727104187,1.97664952175373e-05,,
220,2.277709424495697,1.9721917021607558e-05,,
228,,,2.1475190788507463,8.56358643835394
230,2.0835961997509003,1.967351310461009e-05,,
240,2.2719905972480774,1.962130469810265e-05,,
250,2.0999811589717865,1.9565314702417835e-05,,
260,2.351249098777771,1.9505567676618244e-05,,
270,2.1104540824890137,1.944208982772405e-05,,
280,2.1243302822113037,1.9374908999217736e-05,,
290,1.86158487200737,1.9304054658831037e-05,,
300,2.292120099067688,1.92295578856194e-05,,
310,2.3006900548934937,1.91514513563297e-05,,
320,2.088048905134201,1.9069769331067127e-05,,
330,2.1252729296684265,1.8984547638267575e-05,,
340,2.024796724319458,1.8895823658982115e-05,,
350,2.2025019228458405,1.880363631048041e-05,,
360,2.0918341875076294,1.870802602918034e-05,,
370,2.105939567089081,1.860903475291123e-05,,
380,2.343863844871521,1.8506705902518542e-05,,
390,2.0013927221298218,1.840108436281806e-05,,
400,1.9588388800621033,1.8292216462907918e-05,,
410,2.0339205861091614,1.818014995584714e-05,,
420,2.343043625354767,1.8064933997709555e-05,,
430,2.0721526741981506,1.7946619126022318e-05,,
440,2.2332290410995483,1.78252572375985e-05,,
450,2.1253779530525208,1.770090156577341e-05,,
