step,train_loss,lr,val_loss,val_perplexity
10,2.581506907939911,6.060606060606061e-06,,
20,2.1590130031108856,1.2121212121212122e-05,,
30,2.237442523241043,1.8181818181818182e-05,,
40,2.2578017115592957,1.9993527829893173e-05,,
50,2.104770541191101,1.9954009384598546e-05,,
60,2.4692344665527344,1.9878725801634724e-05,,
70,2.279826909303665,1.9767977787377286e-05,,
75,,,2.2142019778490067,9.154101020600523
80,2.199927270412445,1.9622207704326248e-05,,
90,2.3547746539115906,1.9441997804170708e-05,,
100,2.4555352330207825,1.922806790209195e-05,,
110,2.3518980145454407,1.8981272501594576e-05,,
120,2.0698911547660828,1.8702597381349996e-05,,
130,2.0411772429943085,1.839315565768548e-05,,
140,2.264874279499054,1.805418333844646e-05,,
150,2.2267124354839325,1.7687034385991347e-05,,
150,,,2.1657981663942336,8.721560395883035
160,2.301406681537628,1.729317530903883e-05,,
170,2.1259700655937195,1.687417930496947e-05,,
180,2.289780557155609,1.64317199759792e-05,,
190,2.01900714635849,1.5967564644184248e-05,,
200,2.1192959547042847,1.5483567292379194e-05,,
210,2.209672749042511,1.4981661158644911e-05,,
220,2.1927188336849213,1.4463851014385918e-05,,
225,,,2.140972527861595,8.507707589519852
230,2.2324768900871277,1.3932205156641058e-05,,
240,2.2905429005622864,1.3388847146652762e-05,,
250,2.255756676197052,1.2835947327693651e-05,,
260,2.227289080619812,1.2275714156030974e-05,,
270,2.1398472785949707,1.1710385379655674e-05,,
280,2.1643799543380737,1.114221910001114e-05,,
290,2.2119802236557007,1.0573484752423788e-05,,
300,2.28787761926651,1.0006454041262574e-05,,
300,,,2.123405930399895,8.359561139134934
310,2.212920069694519,9.443391866035219e-06,,
320,2.074566662311554,8.886547274665213e-06,,
330,2.1361078321933746,8.338144480085028e-06,,
340,2.169601559638977,7.800373976028129e-06,,
350,2.271461844444275,7.2753837875060924e-06,,
360,2.2307740449905396,6.765270890919204e-06,,
370,2.243790775537491,6.272072838071312e-06,,
375,,,2.114771443605423,8.287691344783285
380,2.1926374435424805,5.797759617545258e-06,,
390,2.235141694545746,5.344225785947112e-06,,
400,2.1155916452407837,4.913282900449537e-06,,
410,2.1594117283821106,4.506652282861048e-06,,
420,2.037840574979782,4.125958144123795e-06,,
430,2.1406803131103516,3.7727210967027614e-06,,
440,2.122669517993927,3.4483520807799633e-06,,
450,2.1182864904403687,3.1541467285143316e-06,,
450,,,2.109947609901428,8.247809169772083
460,2.082253932952881,2.8912801888782286e-06,,
470,2.1934515833854675,2.6608024337417813e-06,,
480,2.142127752304077,2.4636340639540738e-06,,
490,2.1260531842708588,2.300562632172978e-06,,
500,2.206469237804413,2.1722394971314436e-06,,
510,2.1496607065200806,2.0791772219052688e-06,,
520,2.075029671192169,2.02174752657451e-06,,
525,,,2.1065253227949143,8.21963104311512
530,2.19831782579422,2.0001798034562387e-06,,
530,,,2.1063307255506514,8.21803168118603
