step,train_loss,lr,val_loss,val_perplexity
10,2.425514578819275,3e-06,,
20,2.343557596206665,6e-06,,
30,2.3427354097366333,9e-06,,
40,2.2607848048210144,1.2e-05,,
50,2.1682125329971313,1.5e-05,,
60,2.2810030579566956,1.8e-05,,
70,2.2141842246055603,2.1e-05,,
80,2.2413366436958313,2.4e-05,,
90,2.3257429599761963,2.7000000000000002e-05,,
100,2.1979202032089233,3e-05,,
110,2.2496737837791443,2.999760175714092e-05,,
120,2.1274213790893555,2.9989312628853632e-05,,
130,2.1952620446681976,2.9975106642221377e-05,,
140,2.1222063601017,2.99549900284594e-05,,
150,2.1522791385650635,2.9928971611379367e-05,,
160,2.0904912054538727,2.9897062803518918e-05,,
170,2.0831229388713837,2.9859277601135784e-05,,
180,2.1042275428771973,2.981563257806854e-05,,
190,2.0653966665267944,2.976614687846678e-05,,
200,2.0314095318317413,2.971084220839387e-05,,
210,2.0886506140232086,2.9649742826305946e-05,,
220,2.071130096912384,2.958287553241133e-05,,
228,,,2.0535568833351134,7.795579820097268
230,2.0455097258090973,2.951026965691513e-05,,
240,2.037531614303589,2.9431957047153973e-05,,
250,2.097832143306732,2.9347972053626755e-05,,
260,2.0987494587898254,2.9258351514927365e-05,,
270,2.0279529988765717,2.916313474158607e-05,,
280,2.1417707204818726,2.90623634988266e-05,,
290,2.0451121628284454,2.8956081988246553e-05,,
300,2.162724733352661,2.8844336828429098e-05,,
310,2.128557503223419,2.8727177034494545e-05,,
320,2.135980248451233,2.8604653996600682e-05,,
330,2.1159180998802185,2.8476821457401358e-05,,
340,2.1219047904014587,2.8343735488473167e-05,,
350,2.033413201570511,2.8205454465720616e-05,,
360,1.930827558040619,2.8062039043770512e-05,,
370,1.8944045901298523,2.791355212936684e-05,,
380,1.8832560181617737,2.7760058853777814e-05,,
390,1.957789570093155,2.7601626544227086e-05,,
400,1.9517135918140411,2.7438324694361876e-05,,
410,2.0114731192588806,2.7270224933770708e-05,,
420,1.901910275220871,2.7097400996564324e-05,,
430,1.9131622612476349,2.691992868903347e-05,,
440,2.000069797039032,2.6737885856397743e-05,,
450,2.004559278488159,2.6551352348660113e-05,,
456,,,2.0029353201389313,7.4107772077136165
460,2.072744905948639,2.6360409985582056e-05,,
470,1.9711398780345917,2.6165142520794717e-05,,
480,1.8531542122364044,2.596563560506182e-05,,
490,1.9341235160827637,2.576197674871036e-05,,
500,1.9225491881370544,2.555425528324572e-05,,
510,1.9548367857933044,2.5342562322167917e-05,,
520,1.9994093179702759,2.5126990721006186e-05,,
530,1.9472534358501434,2.490763503658952e-05,,
540,1.9837941527366638,2.4684591485570866e-05,,
550,1.8910073935985565,2.4457957902223362e-05,,
560,2.0774709582328796,2.422783369552698e-05,,
570,1.8985437750816345,2.3994319805564437e-05,,
580,1.8571690320968628,2.37575186592456e-05,,
590,2.0190346240997314,2.3517534125379578e-05,,
