step,train_loss,lr,val_loss,val_perplexity
1,2.7776790261268616,1.4285714285714286e-06,,
2,2.4994053840637207,2.8571428571428573e-06,,
3,2.7658791542053223,4.285714285714286e-06,,
4,2.9935067296028137,5.7142857142857145e-06,,
5,2.781668186187744,7.142857142857143e-06,,
6,2.76168030500412,8.571428571428573e-06,,
7,2.7616242170333862,9.999999999999999e-06,,
8,2.8724083304405212,1.1428571428571429e-05,,
9,2.5135422348976135,1.2857142857142859e-05,,
10,2.477461576461792,1.4285714285714285e-05,,
11,2.6218005418777466,1.5714285714285715e-05,,
12,2.6465834379196167,1.7142857142857145e-05,,
13,2.617282211780548,1.8571428571428575e-05,,
14,2.660720467567444,1.9999999999999998e-05,,
15,2.4139049649238586,2.1428571428571428e-05,,
16,2.5147699117660522,2.2857142857142858e-05,,
17,2.6248748898506165,2.4285714285714288e-05,,
18,2.3897318840026855,2.5714285714285718e-05,,
19,2.667456269264221,2.7142857142857144e-05,,
20,2.412665545940399,2.857142857142857e-05,,
21,2.3790441155433655,3.0000000000000004e-05,,
22,2.27879399061203,3.142857142857143e-05,,
23,2.3711782097816467,3.285714285714286e-05,,
24,2.316485643386841,3.428571428571429e-05,,
25,2.404105067253113,3.571428571428572e-05,,
26,2.2561132311820984,3.714285714285715e-05,,
27,2.3433858156204224,3.857142857142858e-05,,
28,2.383933424949646,3.9999999999999996e-05,,
29,2.1105492413043976,4.142857142857143e-05,,
30,2.3325957357883453,4.2857142857142856e-05,,
31,2.261799454689026,4.428571428571429e-05,,
32,2.2396866977214813,4.5714285714285716e-05,,
33,2.06759837269783,4.714285714285714e-05,,
34,2.288722038269043,4.8571428571428576e-05,,
35,2.2430766820907593,5e-05,,
36,2.258675277233124,5.1428571428571436e-05,,
37,2.1597533226013184,5.285714285714286e-05,,
38,2.1539668440818787,5.428571428571429e-05,,
39,2.1728534400463104,5.5714285714285715e-05,,
40,2.234143853187561,5.714285714285714e-05,,
41,2.1710801124572754,5.8571428571428575e-05,,
42,2.241731822490692,6.000000000000001e-05,,
43,2.0974398255348206,6.142857142857143e-05,,
44,2.061139404773712,6.285714285714286e-05,,
45,2.139245390892029,6.428571428571429e-05,,
46,2.3372654914855957,6.571428571428571e-05,,
47,2.0113715529441833,6.714285714285714e-05,,
48,2.0602808594703674,6.857142857142858e-05,,
49,2.137085884809494,7e-05,,
50,2.299066126346588,7.142857142857143e-05,,
51,2.105136454105377,7.285714285714286e-05,,
52,2.1610476970672607,7.42857142857143e-05,,
53,2.211420476436615,7.571428571428571e-05,,
54,2.0023859441280365,7.714285714285715e-05,,
55,2.0827939808368683,7.857142857142858e-05,,
56,2.2755626440048218,7.999999999999999e-05,,
57,1.9371926188468933,8.142857142857143e-05,,
58,2.019301861524582,8.285714285714286e-05,,
59,2.183379679918289,8.428571428571429e-05,,
60,2.2441505193710327,8.571428571428571e-05,,
61,2.1511054635047913,8.714285714285715e-05,,
62,2.11457622051239,8.857142857142858e-05,,
63,2.1909299194812775,9e-05,,
64,2.2747567892074585,9.142857142857143e-05,,
65,2.3615909814834595,9.285714285714286e-05,,
66,2.1089888513088226,9.428571428571429e-05,,
67,2.2174755334854126,9.571428571428571e-05,,
68,2.294425994157791,9.714285714285715e-05,,
69,2.215491145849228,9.857142857142858e-05,,
70,2.0952104330062866,0.0001,,
