Data: 50,868 train / 1,038 val examples (68 dropped as longer than 512 tokens)
Model: medium (123,587,328 parameters), initialized from checkpoints/medium/step_20000.pt (step 20000)
step      1 | train_loss 2.5404 | lr 3.00e-07
step      2 | train_loss 2.7309 | lr 6.00e-07
step      3 | train_loss 2.5727 | lr 9.00e-07
step      4 | train_loss 2.8761 | lr 1.20e-06
step      5 | train_loss 2.5886 | lr 1.50e-06
step      6 | train_loss 2.5992 | lr 1.80e-06
step      7 | train_loss 2.8100 | lr 2.10e-06
step      8 | train_loss 2.5347 | lr 2.40e-06
step      9 | train_loss 2.7050 | lr 2.70e-06
step     10 | train_loss 2.7614 | lr 3.00e-06
step     11 | train_loss 2.8356 | lr 3.30e-06
step     12 | train_loss 2.5378 | lr 3.60e-06
step     13 | train_loss 2.7043 | lr 3.90e-06
step     14 | train_loss 2.7553 | lr 4.20e-06
step     15 | train_loss 2.7780 | lr 4.50e-06
step     16 | train_loss 2.4776 | lr 4.80e-06
step     17 | train_loss 2.7858 | lr 5.10e-06
step     18 | train_loss 2.4239 | lr 5.40e-06
step     19 | train_loss 2.4423 | lr 5.70e-06
step     20 | train_loss 2.5479 | lr 6.00e-06
step     21 | train_loss 2.3105 | lr 6.30e-06
step     22 | train_loss 2.3643 | lr 6.60e-06
step     23 | train_loss 2.4533 | lr 6.90e-06
step     24 | train_loss 2.4839 | lr 7.20e-06
step     25 | train_loss 2.4383 | lr 7.50e-06
step     26 | train_loss 2.3701 | lr 7.80e-06
step     27 | train_loss 2.3820 | lr 8.10e-06
step     28 | train_loss 2.5898 | lr 8.40e-06
step     29 | train_loss 2.2852 | lr 8.70e-06
step     30 | train_loss 2.2778 | lr 9.00e-06
step     31 | train_loss 2.5161 | lr 9.30e-06
step     32 | train_loss 2.3774 | lr 9.60e-06
step     33 | train_loss 2.4181 | lr 9.90e-06
step     34 | train_loss 2.4215 | lr 1.02e-05
step     35 | train_loss 2.3903 | lr 1.05e-05
step     36 | train_loss 2.5022 | lr 1.08e-05
step     37 | train_loss 2.2599 | lr 1.11e-05
step     38 | train_loss 2.3123 | lr 1.14e-05
step     39 | train_loss 2.5176 | lr 1.17e-05
step     40 | train_loss 2.1900 | lr 1.20e-05
step     41 | train_loss 2.3454 | lr 1.23e-05
step     42 | train_loss 2.1615 | lr 1.26e-05
step     43 | train_loss 2.4492 | lr 1.29e-05
step     44 | train_loss 2.2383 | lr 1.32e-05
step     45 | train_loss 2.4994 | lr 1.35e-05
step     46 | train_loss 2.3017 | lr 1.38e-05
step     47 | train_loss 2.3020 | lr 1.41e-05
step     48 | train_loss 2.2210 | lr 1.44e-05
step     49 | train_loss 2.1575 | lr 1.47e-05
step     50 | train_loss 2.3501 | lr 1.50e-05
step     51 | train_loss 2.2829 | lr 1.53e-05
step     52 | train_loss 2.2789 | lr 1.56e-05
step     53 | train_loss 2.1835 | lr 1.59e-05
step     54 | train_loss 2.2875 | lr 1.62e-05
step     55 | train_loss 2.3055 | lr 1.65e-05
step     56 | train_loss 2.2775 | lr 1.68e-05
step     57 | train_loss 2.4530 | lr 1.71e-05
step     58 | train_loss 2.4406 | lr 1.74e-05
step     59 | train_loss 2.2952 | lr 1.77e-05
step     60 | train_loss 2.4624 | lr 1.80e-05
step     61 | train_loss 2.2684 | lr 1.83e-05
step     62 | train_loss 2.1744 | lr 1.86e-05
step     63 | train_loss 2.3192 | lr 1.89e-05
step     64 | train_loss 2.3335 | lr 1.92e-05
step     65 | train_loss 2.2215 | lr 1.95e-05
step     66 | train_loss 2.2564 | lr 1.98e-05
step     67 | train_loss 2.1662 | lr 2.01e-05
step     68 | train_loss 2.2350 | lr 2.04e-05
step     69 | train_loss 2.2290 | lr 2.07e-05
step     70 | train_loss 1.9962 | lr 2.10e-05
step     71 | train_loss 2.1716 | lr 2.13e-05
step     72 | train_loss 2.3136 | lr 2.16e-05
step     73 | train_loss 2.1404 | lr 2.19e-05
step     74 | train_loss 2.2458 | lr 2.22e-05
step     75 | train_loss 2.2260 | lr 2.25e-05
step     76 | train_loss 2.4769 | lr 2.28e-05
step     77 | train_loss 2.1513 | lr 2.31e-05
step     78 | train_loss 2.1344 | lr 2.34e-05
step     79 | train_loss 2.2337 | lr 2.37e-05
step     80 | train_loss 2.1801 | lr 2.40e-05
step     81 | train_loss 2.3846 | lr 2.43e-05
step     82 | train_loss 2.3179 | lr 2.46e-05
step     83 | train_loss 2.1439 | lr 2.49e-05
step     84 | train_loss 2.2797 | lr 2.52e-05
step     85 | train_loss 2.3605 | lr 2.55e-05
step     86 | train_loss 2.3221 | lr 2.58e-05
step     87 | train_loss 2.2895 | lr 2.61e-05
step     88 | train_loss 2.2188 | lr 2.64e-05
step     89 | train_loss 2.0750 | lr 2.67e-05
step     90 | train_loss 2.0850 | lr 2.70e-05
step     91 | train_loss 2.2660 | lr 2.73e-05
step     92 | train_loss 2.2576 | lr 2.76e-05
step     93 | train_loss 2.0428 | lr 2.79e-05
step     94 | train_loss 2.1930 | lr 2.82e-05
step     95 | train_loss 2.0279 | lr 2.85e-05
step     96 | train_loss 2.1600 | lr 2.88e-05
step     97 | train_loss 2.4241 | lr 2.91e-05
step     98 | train_loss 2.2874 | lr 2.94e-05
step     99 | train_loss 2.2553 | lr 2.97e-05
step    100 | train_loss 2.2061 | lr 3.00e-05
step    101 | train_loss 2.3495 | lr 3.00e-05
step    102 | train_loss 2.3963 | lr 3.00e-05
step    103 | train_loss 2.4088 | lr 3.00e-05
step    104 | train_loss 2.3179 | lr 3.00e-05
step    105 | train_loss 2.1945 | lr 3.00e-05
step    106 | train_loss 2.1668 | lr 3.00e-05
step    107 | train_loss 2.2877 | lr 3.00e-05
step    108 | train_loss 2.5060 | lr 3.00e-05
step    109 | train_loss 2.0815 | lr 3.00e-05
step    110 | train_loss 2.2396 | lr 3.00e-05
step    111 | train_loss 2.1222 | lr 3.00e-05
step    112 | train_loss 2.4426 | lr 3.00e-05
step    113 | train_loss 2.5284 | lr 3.00e-05
step    114 | train_loss 2.1821 | lr 3.00e-05
step    115 | train_loss 2.0446 | lr 3.00e-05
step    116 | train_loss 2.4098 | lr 3.00e-05
step    117 | train_loss 2.1754 | lr 3.00e-05
step    118 | train_loss 2.2109 | lr 3.00e-05
step    119 | train_loss 2.2817 | lr 3.00e-05
step    120 | train_loss 2.2525 | lr 3.00e-05
step    121 | train_loss 2.2385 | lr 3.00e-05
step    122 | train_loss 2.4955 | lr 3.00e-05
step    123 | train_loss 2.1349 | lr 3.00e-05
step    124 | train_loss 2.1599 | lr 3.00e-05
step    125 | train_loss 2.2208 | lr 3.00e-05
step    126 | train_loss 2.3177 | lr 3.00e-05
step    127 | train_loss 2.2371 | lr 3.00e-05
step    128 | train_loss 2.2570 | lr 3.00e-05
step    129 | train_loss 2.1119 | lr 3.00e-05
step    130 | train_loss 2.0875 | lr 3.00e-05
step    131 | train_loss 2.3625 | lr 3.00e-05
step    132 | train_loss 2.0599 | lr 3.00e-05
step    133 | train_loss 2.1711 | lr 3.00e-05
step    134 | train_loss 2.0768 | lr 3.00e-05
step    135 | train_loss 2.2951 | lr 3.00e-05
step    136 | train_loss 2.0649 | lr 3.00e-05
step    137 | train_loss 2.0451 | lr 3.00e-05
step    138 | train_loss 2.2774 | lr 3.00e-05
step    139 | train_loss 2.3244 | lr 3.00e-05
step    140 | train_loss 2.2476 | lr 3.00e-05
step    141 | train_loss 2.1509 | lr 3.00e-05
step    142 | train_loss 2.4159 | lr 3.00e-05
step    143 | train_loss 2.1297 | lr 2.99e-05
step    144 | train_loss 2.2187 | lr 2.99e-05
step    145 | train_loss 2.2691 | lr 2.99e-05
step    146 | train_loss 1.9031 | lr 2.99e-05
step    147 | train_loss 2.2819 | lr 2.99e-05
step    148 | train_loss 2.0785 | lr 2.99e-05
step    149 | train_loss 2.1914 | lr 2.99e-05
step    150 | train_loss 2.3355 | lr 2.99e-05
step    151 | train_loss 2.3229 | lr 2.99e-05
step    152 | train_loss 2.0959 | lr 2.99e-05
step    153 | train_loss 2.4778 | lr 2.99e-05
step    154 | train_loss 2.1856 | lr 2.99e-05
step    155 | train_loss 2.2499 | lr 2.99e-05
step    156 | train_loss 2.1998 | lr 2.99e-05
step    157 | train_loss 2.2149 | lr 2.99e-05
step    158 | train_loss 2.1046 | lr 2.99e-05
step    159 | train_loss 2.1401 | lr 2.99e-05
step    160 | train_loss 2.1544 | lr 2.99e-05
step    161 | train_loss 2.2919 | lr 2.99e-05
step    162 | train_loss 1.9861 | lr 2.99e-05
step    163 | train_loss 2.2065 | lr 2.99e-05
step    164 | train_loss 2.3576 | lr 2.99e-05
step    165 | train_loss 2.3279 | lr 2.99e-05
step    166 | train_loss 2.0429 | lr 2.99e-05
step    167 | train_loss 2.3548 | lr 2.99e-05
step    168 | train_loss 2.1685 | lr 2.99e-05
step    169 | train_loss 2.1829 | lr 2.99e-05
step    170 | train_loss 2.2134 | lr 2.99e-05
step    171 | train_loss 2.0457 | lr 2.99e-05
step    172 | train_loss 2.1707 | lr 2.99e-05
step    173 | train_loss 2.1435 | lr 2.98e-05
step    174 | train_loss 2.2226 | lr 2.98e-05
step    175 | train_loss 2.1044 | lr 2.98e-05
step    176 | train_loss 2.3148 | lr 2.98e-05
step    177 | train_loss 2.1425 | lr 2.98e-05
step    178 | train_loss 2.2751 | lr 2.98e-05
step    179 | train_loss 2.2286 | lr 2.98e-05
step    180 | train_loss 2.3869 | lr 2.98e-05
step    181 | train_loss 2.1785 | lr 2.98e-05
step    182 | train_loss 2.4902 | lr 2.98e-05
step    183 | train_loss 2.2112 | lr 2.98e-05
step    184 | train_loss 2.2340 | lr 2.98e-05
step    185 | train_loss 2.0792 | lr 2.98e-05
step    186 | train_loss 2.0507 | lr 2.98e-05
step    187 | train_loss 2.2791 | lr 2.98e-05
step    188 | train_loss 2.0969 | lr 2.98e-05
step    189 | train_loss 2.2488 | lr 2.98e-05
step    190 | train_loss 2.3000 | lr 2.98e-05
step    191 | train_loss 2.1711 | lr 2.98e-05
step    192 | train_loss 2.4830 | lr 2.98e-05
step    193 | train_loss 2.0653 | lr 2.98e-05
step    194 | train_loss 2.2716 | lr 2.97e-05
step    195 | train_loss 2.2356 | lr 2.97e-05
step    196 | train_loss 2.0212 | lr 2.97e-05
step    197 | train_loss 2.1133 | lr 2.97e-05
step    198 | train_loss 2.0513 | lr 2.97e-05
step    199 | train_loss 2.2497 | lr 2.97e-05
step    200 | train_loss 2.2032 | lr 2.97e-05
step    200 | val_loss 2.1663 | val_ppl 8.73
step    201 | train_loss 2.3024 | lr 2.97e-05
step    202 | train_loss 1.9197 | lr 2.97e-05
step    203 | train_loss 2.1647 | lr 2.97e-05
step    204 | train_loss 2.4579 | lr 2.97e-05
step    205 | train_loss 2.2114 | lr 2.97e-05
step    206 | train_loss 2.4637 | lr 2.97e-05
step    207 | train_loss 2.0811 | lr 2.97e-05
step    208 | train_loss 2.0429 | lr 2.97e-05
step    209 | train_loss 2.0560 | lr 2.97e-05
step    210 | train_loss 2.0589 | lr 2.96e-05
step    211 | train_loss 1.9908 | lr 2.96e-05
step    212 | train_loss 2.0913 | lr 2.96e-05
step    213 | train_loss 2.1229 | lr 2.96e-05
step    214 | train_loss 2.1563 | lr 2.96e-05
step    215 | train_loss 2.2437 | lr 2.96e-05
step    216 | train_loss 2.2954 | lr 2.96e-05
step    217 | train_loss 2.3136 | lr 2.96e-05
step    218 | train_loss 2.1195 | lr 2.96e-05
step    219 | train_loss 2.1907 | lr 2.96e-05
step    220 | train_loss 2.1650 | lr 2.96e-05
step    221 | train_loss 2.0649 | lr 2.96e-05
step    222 | train_loss 2.1733 | lr 2.96e-05
step    223 | train_loss 2.0616 | lr 2.96e-05
step    224 | train_loss 2.1371 | lr 2.96e-05
step    225 | train_loss 2.0450 | lr 2.95e-05
step    226 | train_loss 2.2936 | lr 2.95e-05
step    227 | train_loss 2.2746 | lr 2.95e-05
step    228 | train_loss 2.1762 | lr 2.95e-05
step    229 | train_loss 2.2036 | lr 2.95e-05
step    230 | train_loss 2.1737 | lr 2.95e-05
step    231 | train_loss 2.3614 | lr 2.95e-05
step    232 | train_loss 2.1079 | lr 2.95e-05
step    233 | train_loss 1.9951 | lr 2.95e-05
step    234 | train_loss 2.2636 | lr 2.95e-05
step    235 | train_loss 2.1708 | lr 2.95e-05
step    236 | train_loss 2.0562 | lr 2.95e-05
step    237 | train_loss 2.4604 | lr 2.95e-05
step    238 | train_loss 1.9686 | lr 2.94e-05
step    239 | train_loss 2.2176 | lr 2.94e-05
step    240 | train_loss 2.2595 | lr 2.94e-05
step    241 | train_loss 2.0813 | lr 2.94e-05
step    242 | train_loss 2.0834 | lr 2.94e-05
step    243 | train_loss 2.4816 | lr 2.94e-05
step    244 | train_loss 2.1125 | lr 2.94e-05
step    245 | train_loss 2.1349 | lr 2.94e-05
step    246 | train_loss 2.2387 | lr 2.94e-05
step    247 | train_loss 2.1288 | lr 2.94e-05
step    248 | train_loss 2.3801 | lr 2.94e-05
step    249 | train_loss 2.0256 | lr 2.94e-05
step    250 | train_loss 2.1103 | lr 2.93e-05
step    251 | train_loss 2.2321 | lr 2.93e-05
step    252 | train_loss 2.1051 | lr 2.93e-05
step    253 | train_loss 2.0812 | lr 2.93e-05
step    254 | train_loss 2.0019 | lr 2.93e-05
step    255 | train_loss 2.3146 | lr 2.93e-05
step    256 | train_loss 2.1700 | lr 2.93e-05
step    257 | train_loss 2.2589 | lr 2.93e-05
step    258 | train_loss 2.4585 | lr 2.93e-05
step    259 | train_loss 2.1050 | lr 2.93e-05
step    260 | train_loss 2.1412 | lr 2.93e-05
step    261 | train_loss 2.1219 | lr 2.92e-05
step    262 | train_loss 2.2005 | lr 2.92e-05
step    263 | train_loss 2.1492 | lr 2.92e-05
step    264 | train_loss 2.4146 | lr 2.92e-05
step    265 | train_loss 2.1162 | lr 2.92e-05
step    266 | train_loss 2.2817 | lr 2.92e-05
step    267 | train_loss 2.0012 | lr 2.92e-05
step    268 | train_loss 2.2481 | lr 2.92e-05
step    269 | train_loss 2.0930 | lr 2.92e-05
step    270 | train_loss 2.1405 | lr 2.92e-05
step    271 | train_loss 2.2986 | lr 2.92e-05
step    272 | train_loss 2.2287 | lr 2.91e-05
step    273 | train_loss 2.1405 | lr 2.91e-05
step    274 | train_loss 2.2499 | lr 2.91e-05
step    275 | train_loss 2.0656 | lr 2.91e-05
step    276 | train_loss 2.0959 | lr 2.91e-05
step    277 | train_loss 1.9994 | lr 2.91e-05
step    278 | train_loss 2.1924 | lr 2.91e-05
step    279 | train_loss 2.0135 | lr 2.91e-05
step    280 | train_loss 2.1766 | lr 2.91e-05
step    281 | train_loss 2.1116 | lr 2.91e-05
step    282 | train_loss 2.3022 | lr 2.90e-05
step    283 | train_loss 2.3959 | lr 2.90e-05
step    284 | train_loss 1.9679 | lr 2.90e-05
