Data: 50,868 train / 1,038 val examples (68 dropped as longer than 512 tokens)
Model: medium (123,587,328 parameters), initialized from checkpoints/medium/step_20000.pt (step 20000)
step      1 | train_loss 2.5404 | lr 3.00e-07
step    285 | train_loss 2.0527 | lr 2.90e-05
step    286 | train_loss 2.2570 | lr 2.90e-05
step    287 | train_loss 2.3253 | lr 2.90e-05
step    288 | train_loss 2.1620 | lr 2.90e-05
step    289 | train_loss 1.9434 | lr 2.90e-05
step    290 | train_loss 2.0614 | lr 2.90e-05
step    291 | train_loss 2.2501 | lr 2.89e-05
step    292 | train_loss 2.2422 | lr 2.89e-05
step    293 | train_loss 2.1526 | lr 2.89e-05
step    294 | train_loss 2.3022 | lr 2.89e-05
step    295 | train_loss 2.2905 | lr 2.89e-05
step    296 | train_loss 2.0664 | lr 2.89e-05
step    297 | train_loss 2.0884 | lr 2.89e-05
step    298 | train_loss 1.9723 | lr 2.89e-05
step    299 | train_loss 1.9260 | lr 2.89e-05
step    300 | train_loss 2.1378 | lr 2.88e-05
step    301 | train_loss 2.2840 | lr 2.88e-05
step    302 | train_loss 1.9981 | lr 2.88e-05
step    303 | train_loss 2.0159 | lr 2.88e-05
step    304 | train_loss 2.0172 | lr 2.88e-05
step    305 | train_loss 2.2236 | lr 2.88e-05
step    306 | train_loss 2.1398 | lr 2.88e-05
step    307 | train_loss 2.1323 | lr 2.88e-05
step    308 | train_loss 2.1280 | lr 2.88e-05
step    309 | train_loss 2.2705 | lr 2.87e-05
step    310 | train_loss 2.2261 | lr 2.87e-05
step    311 | train_loss 2.2250 | lr 2.87e-05
step    312 | train_loss 1.8900 | lr 2.87e-05
step    313 | train_loss 2.2489 | lr 2.87e-05
step    314 | train_loss 1.9435 | lr 2.87e-05
step    315 | train_loss 2.1482 | lr 2.87e-05
step    316 | train_loss 2.1850 | lr 2.87e-05
step    317 | train_loss 2.2657 | lr 2.86e-05
step    318 | train_loss 2.1764 | lr 2.86e-05
step    319 | train_loss 2.0579 | lr 2.86e-05
step    320 | train_loss 2.1434 | lr 2.86e-05
step    321 | train_loss 2.1866 | lr 2.86e-05
step    322 | train_loss 2.2144 | lr 2.86e-05
step    323 | train_loss 2.1230 | lr 2.86e-05
step    324 | train_loss 2.0303 | lr 2.86e-05
step    325 | train_loss 2.1509 | lr 2.85e-05
step    326 | train_loss 2.1209 | lr 2.85e-05
step    327 | train_loss 2.0922 | lr 2.85e-05
step    328 | train_loss 2.0414 | lr 2.85e-05
step    329 | train_loss 2.1392 | lr 2.85e-05
step    330 | train_loss 2.5172 | lr 2.85e-05
step    331 | train_loss 2.0146 | lr 2.85e-05
step    332 | train_loss 2.0159 | lr 2.85e-05
step    333 | train_loss 2.0983 | lr 2.84e-05
step    334 | train_loss 2.2100 | lr 2.84e-05
step    335 | train_loss 2.2349 | lr 2.84e-05
step    336 | train_loss 2.1332 | lr 2.84e-05
step    337 | train_loss 2.1705 | lr 2.84e-05
step    338 | train_loss 2.1122 | lr 2.84e-05
step    339 | train_loss 2.2598 | lr 2.84e-05
step    340 | train_loss 1.9873 | lr 2.83e-05
step    341 | train_loss 2.3152 | lr 2.83e-05
step    342 | train_loss 1.9840 | lr 2.83e-05
step    343 | train_loss 2.2749 | lr 2.83e-05
step    344 | train_loss 2.3639 | lr 2.83e-05
step    345 | train_loss 1.9398 | lr 2.83e-05
step    346 | train_loss 2.1628 | lr 2.83e-05
step    347 | train_loss 2.0288 | lr 2.82e-05
step    348 | train_loss 2.1281 | lr 2.82e-05
step    349 | train_loss 2.2428 | lr 2.82e-05
step    350 | train_loss 2.2095 | lr 2.82e-05
step    351 | train_loss 2.1666 | lr 2.82e-05
step    352 | train_loss 2.0713 | lr 2.82e-05
step    353 | train_loss 2.2090 | lr 2.82e-05
step    354 | train_loss 2.1215 | lr 2.81e-05
step    355 | train_loss 2.4794 | lr 2.81e-05
step    356 | train_loss 2.2202 | lr 2.81e-05
step    357 | train_loss 2.0595 | lr 2.81e-05
step    358 | train_loss 2.1006 | lr 2.81e-05
step    359 | train_loss 2.2101 | lr 2.81e-05
step    360 | train_loss 2.1459 | lr 2.81e-05
step    361 | train_loss 2.0528 | lr 2.80e-05
step    362 | train_loss 2.0414 | lr 2.80e-05
step    363 | train_loss 2.2284 | lr 2.80e-05
step    364 | train_loss 2.2124 | lr 2.80e-05
step    365 | train_loss 2.1705 | lr 2.80e-05
step    366 | train_loss 2.0803 | lr 2.80e-05
step    367 | train_loss 2.1437 | lr 2.80e-05
step    368 | train_loss 1.9767 | lr 2.79e-05
step    369 | train_loss 2.2784 | lr 2.79e-05
step    370 | train_loss 2.0178 | lr 2.79e-05
step    371 | train_loss 2.1576 | lr 2.79e-05
step    372 | train_loss 2.1423 | lr 2.79e-05
step    373 | train_loss 2.4317 | lr 2.79e-05
step    374 | train_loss 2.1246 | lr 2.79e-05
step    375 | train_loss 2.1460 | lr 2.78e-05
step    376 | train_loss 1.9536 | lr 2.78e-05
step    377 | train_loss 2.1492 | lr 2.78e-05
step    378 | train_loss 2.1670 | lr 2.78e-05
step    379 | train_loss 2.4918 | lr 2.78e-05
step    380 | train_loss 2.1060 | lr 2.78e-05
step    381 | train_loss 1.8990 | lr 2.77e-05
step    382 | train_loss 2.1081 | lr 2.77e-05
step    383 | train_loss 2.2774 | lr 2.77e-05
step    384 | train_loss 2.0569 | lr 2.77e-05
step    385 | train_loss 2.2579 | lr 2.77e-05
step    386 | train_loss 2.0067 | lr 2.77e-05
step    387 | train_loss 2.3339 | lr 2.76e-05
step    388 | train_loss 2.0613 | lr 2.76e-05
step    389 | train_loss 2.0647 | lr 2.76e-05
step    390 | train_loss 2.2023 | lr 2.76e-05
step    391 | train_loss 1.9649 | lr 2.76e-05
step    392 | train_loss 2.2423 | lr 2.76e-05
step    393 | train_loss 2.2446 | lr 2.76e-05
step    394 | train_loss 2.0376 | lr 2.75e-05
step    395 | train_loss 2.2364 | lr 2.75e-05
step    396 | train_loss 2.1319 | lr 2.75e-05
step    397 | train_loss 2.2016 | lr 2.75e-05
step    398 | train_loss 2.2323 | lr 2.75e-05
step    399 | train_loss 1.9515 | lr 2.75e-05
step    400 | train_loss 2.0880 | lr 2.74e-05
step    400 | val_loss 2.1276 | val_ppl 8.39
step    401 | train_loss 2.1624 | lr 2.74e-05
step    402 | train_loss 2.1277 | lr 2.74e-05
step    403 | train_loss 2.0939 | lr 2.74e-05
step    404 | train_loss 2.0072 | lr 2.74e-05
step    405 | train_loss 2.1629 | lr 2.74e-05
step    406 | train_loss 2.2422 | lr 2.73e-05
step    407 | train_loss 2.0633 | lr 2.73e-05
step    408 | train_loss 1.9960 | lr 2.73e-05
step    409 | train_loss 2.0599 | lr 2.73e-05
step    410 | train_loss 2.1593 | lr 2.73e-05
step    411 | train_loss 2.1991 | lr 2.73e-05
step    412 | train_loss 2.2358 | lr 2.72e-05
step    413 | train_loss 1.9906 | lr 2.72e-05
step    414 | train_loss 2.0958 | lr 2.72e-05
step    415 | train_loss 2.0261 | lr 2.72e-05
step    416 | train_loss 2.2229 | lr 2.72e-05
step    417 | train_loss 2.2687 | lr 2.71e-05
step    418 | train_loss 2.1036 | lr 2.71e-05
step    419 | train_loss 2.0152 | lr 2.71e-05
step    420 | train_loss 2.0948 | lr 2.71e-05
step    421 | train_loss 2.2106 | lr 2.71e-05
step    422 | train_loss 2.1890 | lr 2.71e-05
step    423 | train_loss 2.1342 | lr 2.70e-05
step    424 | train_loss 2.1777 | lr 2.70e-05
step    425 | train_loss 2.1782 | lr 2.70e-05
step    426 | train_loss 2.1193 | lr 2.70e-05
step    427 | train_loss 2.0648 | lr 2.70e-05
step    428 | train_loss 2.0754 | lr 2.70e-05
step    429 | train_loss 1.8127 | lr 2.69e-05
step    430 | train_loss 2.1283 | lr 2.69e-05
step    431 | train_loss 2.2024 | lr 2.69e-05
step    432 | train_loss 2.0553 | lr 2.69e-05
step    433 | train_loss 2.0488 | lr 2.69e-05
step    434 | train_loss 2.0962 | lr 2.68e-05
step    435 | train_loss 2.2714 | lr 2.68e-05
step    436 | train_loss 2.2319 | lr 2.68e-05
step    437 | train_loss 2.1008 | lr 2.68e-05
step    438 | train_loss 2.2359 | lr 2.68e-05
step    439 | train_loss 2.2577 | lr 2.68e-05
step    440 | train_loss 2.0706 | lr 2.67e-05
step    441 | train_loss 2.1734 | lr 2.67e-05
step    442 | train_loss 2.1074 | lr 2.67e-05
step    443 | train_loss 2.0440 | lr 2.67e-05
step    444 | train_loss 1.8769 | lr 2.67e-05
step    445 | train_loss 2.0904 | lr 2.66e-05
step    446 | train_loss 2.1372 | lr 2.66e-05
step    447 | train_loss 2.1782 | lr 2.66e-05
step    448 | train_loss 2.2586 | lr 2.66e-05
step    449 | train_loss 2.2080 | lr 2.66e-05
step    450 | train_loss 2.3193 | lr 2.66e-05
step    451 | train_loss 2.0354 | lr 2.65e-05
step    452 | train_loss 2.0327 | lr 2.65e-05
step    453 | train_loss 2.3214 | lr 2.65e-05
step    454 | train_loss 2.1664 | lr 2.65e-05
step    455 | train_loss 1.9065 | lr 2.65e-05
step    456 | train_loss 2.1773 | lr 2.64e-05
step    457 | train_loss 2.0546 | lr 2.64e-05
step    458 | train_loss 2.2320 | lr 2.64e-05
step    459 | train_loss 1.9036 | lr 2.64e-05
step    460 | train_loss 2.0075 | lr 2.64e-05
step    461 | train_loss 2.0827 | lr 2.63e-05
step    462 | train_loss 2.2013 | lr 2.63e-05
step    463 | train_loss 2.2990 | lr 2.63e-05
step    464 | train_loss 2.1414 | lr 2.63e-05
step    465 | train_loss 2.1191 | lr 2.63e-05
step    466 | train_loss 1.9044 | lr 2.62e-05
step    467 | train_loss 2.1201 | lr 2.62e-05
step    468 | train_loss 2.4476 | lr 2.62e-05
step    469 | train_loss 2.1881 | lr 2.62e-05
step    470 | train_loss 2.3217 | lr 2.62e-05
step    471 | train_loss 2.1972 | lr 2.61e-05
step    472 | train_loss 1.8498 | lr 2.61e-05
step    473 | train_loss 1.9824 | lr 2.61e-05
step    474 | train_loss 2.0103 | lr 2.61e-05
step    475 | train_loss 2.1792 | lr 2.61e-05
step    476 | train_loss 1.9991 | lr 2.60e-05
step    477 | train_loss 2.2376 | lr 2.60e-05
step    478 | train_loss 2.2280 | lr 2.60e-05
step    479 | train_loss 2.1144 | lr 2.60e-05
step    480 | train_loss 2.1690 | lr 2.60e-05
step    481 | train_loss 2.1113 | lr 2.59e-05
step    482 | train_loss 2.3039 | lr 2.59e-05
step    483 | train_loss 1.9948 | lr 2.59e-05
step    484 | train_loss 1.9788 | lr 2.59e-05
step    485 | train_loss 2.0368 | lr 2.59e-05
step    486 | train_loss 2.3396 | lr 2.58e-05
step    487 | train_loss 2.2171 | lr 2.58e-05
step    488 | train_loss 2.2393 | lr 2.58e-05
step    489 | train_loss 2.0703 | lr 2.58e-05
step    490 | train_loss 2.3055 | lr 2.58e-05
step    491 | train_loss 2.1576 | lr 2.57e-05
step    492 | train_loss 2.1360 | lr 2.57e-05
step    493 | train_loss 2.2105 | lr 2.57e-05
step    494 | train_loss 2.0245 | lr 2.57e-05
step    495 | train_loss 2.2527 | lr 2.57e-05
step    496 | train_loss 2.0732 | lr 2.56e-05
step    497 | train_loss 2.0324 | lr 2.56e-05
step    498 | train_loss 2.2367 | lr 2.56e-05
step    499 | train_loss 1.9914 | lr 2.56e-05
step    500 | train_loss 2.0547 | lr 2.56e-05
step    501 | train_loss 2.2632 | lr 2.55e-05
step    502 | train_loss 2.0699 | lr 2.55e-05
step    503 | train_loss 1.9988 | lr 2.55e-05
step    504 | train_loss 2.0019 | lr 2.55e-05
step    505 | train_loss 2.0190 | lr 2.54e-05
step    506 | train_loss 2.0100 | lr 2.54e-05
step    507 | train_loss 2.1273 | lr 2.54e-05
step    508 | train_loss 2.2289 | lr 2.54e-05
step    509 | train_loss 2.0892 | lr 2.54e-05
step    510 | train_loss 2.1714 | lr 2.53e-05
step    511 | train_loss 2.0825 | lr 2.53e-05
step    512 | train_loss 2.0176 | lr 2.53e-05
step    513 | train_loss 2.2495 | lr 2.53e-05
step    514 | train_loss 1.9098 | lr 2.53e-05
step    515 | train_loss 2.2197 | lr 2.52e-05
step    516 | train_loss 2.1377 | lr 2.52e-05
step    517 | train_loss 2.1983 | lr 2.52e-05
step    518 | train_loss 2.2648 | lr 2.52e-05
step    519 | train_loss 2.0448 | lr 2.51e-05
step    520 | train_loss 2.1652 | lr 2.51e-05
step    521 | train_loss 2.2106 | lr 2.51e-05
step    522 | train_loss 1.8578 | lr 2.51e-05
step    523 | train_loss 1.9497 | lr 2.51e-05
step    524 | train_loss 2.2492 | lr 2.50e-05
step    525 | train_loss 2.1238 | lr 2.50e-05
step    526 | train_loss 2.0677 | lr 2.50e-05
step    527 | train_loss 2.1109 | lr 2.50e-05
step    528 | train_loss 2.2100 | lr 2.50e-05
step    529 | train_loss 2.0796 | lr 2.49e-05
