dataset,cell,pack_sequences,max_steps,max_lr,seed,final_val_loss,best_val_loss,best_val_step,wall_seconds,log_path
alpaca_long,packed_194,True,194,0.00025,1339,2.0841,2.0841,194,156,logs/lr_scaling/alpaca_long_packed_194_lr0.00025_seed1339.csv
alpaca_long,packed_194,True,194,0.00025,1338,2.1738,2.1738,194,401,logs/lr_scaling/alpaca_long_packed_194_lr0.00025_seed1338.csv
alpaca_long,unpacked_530,False,530,3e-05,1338,2.1776,2.1776,530,373,logs/lr_scaling/alpaca_long_unpacked_530_lr3e-05_seed1338.csv
alpaca_long,unpacked_530,False,530,6e-05,1338,2.1662,2.1662,530,375,logs/lr_scaling/alpaca_long_unpacked_530_lr6e-05_seed1338.csv
alpaca_long,unpacked_530,False,530,3e-05,1339,2.1059,2.1059,530,998,logs/lr_scaling/alpaca_long_unpacked_530_lr3e-05_seed1339.csv
alpaca_long,unpacked_530,False,530,6e-05,1339,2.0888,2.0888,530,376,logs/lr_scaling/alpaca_long_unpacked_530_lr6e-05_seed1339.csv
alpaca_long,unpacked_530,False,530,9e-05,1339,2.0895,2.0895,530,376,logs/lr_scaling/alpaca_long_unpacked_530_lr9e-05_seed1339.csv
alpaca_long,unpacked_530,False,530,9e-05,1338,2.1708,2.1708,530,910,logs/lr_scaling/alpaca_long_unpacked_530_lr9e-05_seed1338.csv
alpaca_third,unpacked_530,False,530,3e-06,1337,2.2090,2.2090,530,373,logs/lr_scaling/alpaca_third_unpacked_530_lr3e-06_seed1337.csv
alpaca_third,unpacked_530,False,530,2e-05,1337,2.1088,2.1088,530,374,logs/lr_scaling/alpaca_third_unpacked_530_lr2e-05_seed1337.csv
alpaca_third,unpacked_530,False,530,3e-05,1337,2.0957,2.0957,530,374,logs/lr_scaling/alpaca_third_unpacked_530_lr3e-05_seed1337.csv
alpaca_third,unpacked_530,False,530,1e-05,1337,2.1417,2.1417,530,1263,logs/lr_scaling/alpaca_third_unpacked_530_lr1e-05_seed1337.csv
alpaca_third,unpacked_530,False,530,6e-05,1337,2.0934,2.0934,530,374,logs/lr_scaling/alpaca_third_unpacked_530_lr6e-05_seed1337.csv
alpaca_third,unpacked_530,False,530,0.00015,1337,2.1560,2.1560,530,374,logs/lr_scaling/alpaca_third_unpacked_530_lr0.00015_seed1337.csv
alpaca_third,unpacked_530,False,530,0.00025,1337,2.2442,2.2442,530,374,logs/lr_scaling/alpaca_third_unpacked_530_lr0.00025_seed1337.csv
alpaca_third,unpacked_530,False,530,9e-05,1337,2.1092,2.1092,530,1024,logs/lr_scaling/alpaca_third_unpacked_530_lr9e-05_seed1337.csv
alpaca_third,packed_118,True,118,3e-06,1337,2.2611,2.2611,118,301,logs/lr_scaling/alpaca_third_packed_118_lr3e-06_seed1337.csv
alpaca_third,unpacked_530,False,530,0.0004,1337,2.3751,2.3751,530,374,logs/lr_scaling/alpaca_third_unpacked_530_lr0.0004_seed1337.csv
alpaca_third,packed_118,True,118,2e-05,1337,2.1483,2.1483,118,108,logs/lr_scaling/alpaca_third_packed_118_lr2e-05_seed1337.csv
alpaca_third,packed_118,True,118,3e-05,1337,2.1254,2.1254,118,106,logs/lr_scaling/alpaca_third_packed_118_lr3e-05_seed1337.csv
alpaca_third,packed_118,True,118,1e-05,1337,2.1900,2.1900,118,306,logs/lr_scaling/alpaca_third_packed_118_lr1e-05_seed1337.csv
alpaca_third,packed_118,True,118,6e-05,1337,2.0925,2.0925,118,105,logs/lr_scaling/alpaca_third_packed_118_lr6e-05_seed1337.csv
alpaca_third,packed_118,True,118,0.00015,1337,2.0772,2.0772,118,106,logs/lr_scaling/alpaca_third_packed_118_lr0.00015_seed1337.csv
alpaca_third,packed_118,True,118,0.00025,1337,2.0980,2.0980,118,105,logs/lr_scaling/alpaca_third_packed_118_lr0.00025_seed1337.csv
alpaca_third,packed_118,True,118,9e-05,1337,2.0803,2.0803,118,315,logs/lr_scaling/alpaca_third_packed_118_lr9e-05_seed1337.csv
alpaca_third,packed_118,True,118,0.0004,1337,2.1522,2.1522,118,105,logs/lr_scaling/alpaca_third_packed_118_lr0.0004_seed1337.csv
alpaca_third,unpacked_118,False,118,3e-06,1337,2.2949,2.2949,118,103,logs/lr_scaling/alpaca_third_unpacked_118_lr3e-06_seed1337.csv
alpaca_third,unpacked_118,False,118,2e-05,1337,2.2005,2.2005,118,105,logs/lr_scaling/alpaca_third_unpacked_118_lr2e-05_seed1337.csv
alpaca_third,unpacked_118,False,118,3e-05,1337,2.1849,2.1849,118,105,logs/lr_scaling/alpaca_third_unpacked_118_lr3e-05_seed1337.csv
alpaca_third,unpacked_118,False,118,1e-05,1337,2.2319,2.2319,118,367,logs/lr_scaling/alpaca_third_unpacked_118_lr1e-05_seed1337.csv
alpaca_third,unpacked_118,False,118,6e-05,1337,2.1710,2.1710,118,104,logs/lr_scaling/alpaca_third_unpacked_118_lr6e-05_seed1337.csv
alpaca_third,unpacked_118,False,118,0.00015,1337,2.2135,2.2135,118,104,logs/lr_scaling/alpaca_third_unpacked_118_lr0.00015_seed1337.csv
alpaca_third,unpacked_118,False,118,0.00025,1337,2.2923,2.2923,118,104,logs/lr_scaling/alpaca_third_unpacked_118_lr0.00025_seed1337.csv
alpaca_third,unpacked_118,False,118,9e-05,1337,2.1775,2.1775,118,295,logs/lr_scaling/alpaca_third_unpacked_118_lr9e-05_seed1337.csv
alpaca_third,unpacked_118,False,118,0.0004,1337,2.4349,2.4349,118,104,logs/lr_scaling/alpaca_third_unpacked_118_lr0.0004_seed1337.csv
alpaca_mid,unpacked_109,False,109,3e-06,1337,2.2939,2.2939,109,98,logs/lr_scaling/alpaca_mid_unpacked_109_lr3e-06_seed1337.csv
alpaca_mid,unpacked_109,False,109,2e-05,1337,2.1859,2.1859,109,98,logs/lr_scaling/alpaca_mid_unpacked_109_lr2e-05_seed1337.csv
alpaca_mid,unpacked_109,False,109,3e-05,1337,2.1681,2.1681,109,98,logs/lr_scaling/alpaca_mid_unpacked_109_lr3e-05_seed1337.csv
alpaca_mid,unpacked_109,False,109,1e-05,1337,2.2221,2.2221,109,325,logs/lr_scaling/alpaca_mid_unpacked_109_lr1e-05_seed1337.csv
alpaca_mid,unpacked_109,False,109,6e-05,1337,2.1493,2.1493,109,98,logs/lr_scaling/alpaca_mid_unpacked_109_lr6e-05_seed1337.csv
alpaca_mid,unpacked_109,False,109,0.00015,1337,2.1862,2.1862,109,98,logs/lr_scaling/alpaca_mid_unpacked_109_lr0.00015_seed1337.csv
alpaca_mid,unpacked_109,False,109,0.00025,1337,2.2696,2.2696,109,98,logs/lr_scaling/alpaca_mid_unpacked_109_lr0.00025_seed1337.csv
alpaca_mid,unpacked_109,False,109,9e-05,1337,2.1530,2.1530,109,277,logs/lr_scaling/alpaca_mid_unpacked_109_lr9e-05_seed1337.csv
alpaca_mid,unpacked_109,False,109,0.0004,1337,2.4216,2.4216,109,98,logs/lr_scaling/alpaca_mid_unpacked_109_lr0.0004_seed1337.csv
alpaca_ninth,unpacked_177,False,177,3e-06,1337,2.3670,2.3670,177,131,logs/lr_scaling/alpaca_ninth_unpacked_177_lr3e-06_seed1337.csv
alpaca_ninth,unpacked_177,False,177,2e-05,1337,2.2646,2.2646,177,133,logs/lr_scaling/alpaca_ninth_unpacked_177_lr2e-05_seed1337.csv
alpaca_ninth,unpacked_177,False,177,3e-05,1337,2.2471,2.2471,177,131,logs/lr_scaling/alpaca_ninth_unpacked_177_lr3e-05_seed1337.csv
alpaca_ninth,unpacked_177,False,177,1e-05,1337,2.3004,2.3004,177,438,logs/lr_scaling/alpaca_ninth_unpacked_177_lr1e-05_seed1337.csv
alpaca_ninth,unpacked_177,False,177,6e-05,1337,2.2287,2.2287,177,131,logs/lr_scaling/alpaca_ninth_unpacked_177_lr6e-05_seed1337.csv
alpaca_ninth,unpacked_177,False,177,0.00015,1337,2.2678,2.2678,177,131,logs/lr_scaling/alpaca_ninth_unpacked_177_lr0.00015_seed1337.csv
alpaca_ninth,unpacked_177,False,177,0.00025,1337,2.3467,2.3467,177,131,logs/lr_scaling/alpaca_ninth_unpacked_177_lr0.00025_seed1337.csv
alpaca_ninth,unpacked_177,False,177,9e-05,1337,2.2339,2.2339,177,358,logs/lr_scaling/alpaca_ninth_unpacked_177_lr9e-05_seed1337.csv
alpaca_ninth,packed_39,True,39,3e-06,1337,2.4453,2.4453,39,99,logs/lr_scaling/alpaca_ninth_packed_39_lr3e-06_seed1337.csv
alpaca_ninth,unpacked_177,False,177,0.0004,1337,2.4751,2.4751,177,131,logs/lr_scaling/alpaca_ninth_unpacked_177_lr0.0004_seed1337.csv
alpaca_ninth,packed_39,True,39,2e-05,1337,2.3126,2.3126,39,41,logs/lr_scaling/alpaca_ninth_packed_39_lr2e-05_seed1337.csv
alpaca_ninth,packed_39,True,39,1e-05,1337,2.3546,2.3546,39,99,logs/lr_scaling/alpaca_ninth_packed_39_lr1e-05_seed1337.csv
alpaca_ninth,packed_39,True,39,3e-05,1337,2.2896,2.2896,39,41,logs/lr_scaling/alpaca_ninth_packed_39_lr3e-05_seed1337.csv
